codigo;anio;mes;dia;tmax;tmin;ts07;ts13;ts19;th07;th13;th19;rr07;rr13;rr19;ev07;ev071;ev13;ev131;ev19;ev191;nu07;nu13;nu19;dv07;vv07;dv13;vv13;dv19;vv19;an07;an13;an19;tipev;tipcal;fuente;tipane
M0003;2014.0;11.0;8.0;21.4;8.5;12.2;20.8;10.4;10.2;19.7;9.4;0.0;0.0;10.0;45.8;0.0;44.1;0.0;50.2;0.0;0.0;6.0;2.0;C;0.0;C;0.0;C;0.0;3151688.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;11.0;9.0;20.2;5.2;9.2;17.6;10.6;8.1;14.8;9.8;0.0;0.0;0.6;48.3;0.0;47.2;50.0;49.8;0.0;0.0;5.0;8.0;C;0.0;NE;1.0;S;1.0;3152124.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;11.0;10.0;19.0;8.0;9.9;18.2;10.0;9.8;14.4;9.8;1.3;0.0;1.3;50.7;0.0;50.6;0.0;50.6;0.0;8.0;6.0;5.0;C;0.0;N;2.0;N;1.0;3152387.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;11.0;11.0;17.2;8.8;9.7;14.6;9.0;9.4;12.6;8.9;0.0;0.0;19.6;50.4;0.0;49.7;0.0;67.1;0.0;8.0;7.0;8.0;C;0.0;W;1.0;C;0.0;3152599.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;11.0;12.0;16.2;9.6;9.6;14.2;9.8;9.4;12.6;9.4;1.2;0.0;0.6;68.2;0.0;68.1;0.0;68.5;0.0;7.0;7.0;6.0;C;0.0;N;1.0;E;1.0;3152754.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;11.0;13.0;16.4;6.8;9.1;14.8;7.6;8.2;11.5;7.3;0.0;0.0;0.1;67.9;0.0;67.6;0.0;65.5;0.0;4.0;5.0;3.0;W;1.0;S;1.0;C;0.0;3153076.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;11.0;14.0;17.4;3.4;5.6;15.0;8.0;4.8;11.0;6.4;0.0;0.0;0.0;64.6;0.0;63.6;0.0;61.9;0.0;6.0;7.0;3.0;S;1.0;W;3.0;SW;1.0;3153500.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;11.0;15.0;18.0;3.0;6.0;16.6;10.2;5.2;11.8;9.8;0.0;0.0;0.0;60.8;0.0;59.0;0.0;58.8;0.0;8.0;6.0;6.0;S;1.0;E;1.5;N;1.0;3154107.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;11.0;16.0;17.6;5.4;8.0;15.4;11.2;7.6;12.3;10.5;0.0;0.0;0.0;58.3;0.0;57.9;0.0;57.5;0.0;7.0;6.0;5.0;SW;1.0;SE;2.0;S;1.0;3154509.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;11.0;17.0;20.4;5.2;9.6;18.5;10.5;8.8;12.8;10.4;0.0;0.0;13.5;56.6;0.0;55.8;0.0;69.2;0.0;1.0;7.0;8.0;S;1.0;SE;1.0;C;0.0;3154819.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;11.0;18.0;18.8;6.8;9.2;17.9;11.5;9.0;14.8;10.2;16.3;0.0;0.1;82.9;45.0;43.6;0.0;42.6;0.0;0.0;6.0;6.0;C;0.0;E;1.0;S;1.5;3155066.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;11.0;19.0;17.4;7.8;9.1;12.6;10.6;9.0;12.2;10.5;3.0;0.9;0.0;43.8;0.0;43.6;45.0;43.7;0.0;6.0;7.0;8.0;S;1.5;C;0.0;C;0.0;3155545.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;11.0;20.0;17.0;6.8;8.0;15.4;10.8;8.0;13.2;10.7;3.7;0.0;0.0;46.8;0.0;45.3;0.0;44.7;0.0;3.0;6.0;5.0;W;1.0;W;1.0;C;0.0;3155699.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;11.0;21.0;16.8;8.6;9.8;14.4;10.8;9.6;12.2;10.8;0.0;0.0;0.0;43.6;0.0;43.2;0.0;42.6;0.0;6.0;8.0;5.0;E;0.5;C;0.0;NW;1.0;3156143.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;11.0;22.0;16.4;8.5;9.6;15.2;10.3;9.5;13.6;10.1;0.0;0.0;0.0;42.1;0.0;41.7;0.0;41.2;0.0;8.0;8.0;5.0;NE;1.0;NE;1.0;E;0.5;3156484.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;11.0;23.0;17.8;5.8;10.0;16.9;11.6;9.2;14.6;10.8;0.0;0.0;0.0;40.9;0.0;39.3;0.0;38.5;0.0;1.0;7.0;5.0;C;0.0;NE;1.0;C;0.0;3156961.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;11.0;24.0;18.8;5.6;10.0;16.6;12.4;8.8;12.2;11.9;0.0;0.0;0.0;37.4;0.0;36.7;0.0;35.8;0.0;6.0;7.0;3.0;S;1.0;NE;1.0;C;0.0;3157327.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;11.0;25.0;18.2;7.2;9.3;14.0;10.8;9.2;12.0;10.7;0.0;1.2;0.0;35.2;0.0;36.1;0.0;35.3;0.0;8.0;8.0;2.0;C;0.0;SE;1.0;E;1.0;3157788.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;11.0;26.0;17.4;9.0;9.6;15.6;9.6;9.6;13.2;9.5;0.0;0.0;3.2;34.6;0.0;34.0;0.0;36.1;0.0;8.0;7.0;8.0;C;0.0;N;1.0;C;0.0;3158024.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;11.0;27.0;19.3;6.2;7.8;15.5;10.7;7.8;12.2;10.6;3.6;0.0;0.6;39.5;0.0;38.8;0.0;37.8;0.0;2.0;6.0;8.0;C;0.0;E;1.0;N;1.0;3158246.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;11.0;28.0;20.9;7.2;12.5;19.6;13.2;9.3;13.6;12.6;0.0;0.0;0.0;36.6;0.0;35.6;0.0;34.5;0.0;4.0;5.0;5.0;S;1.0;E;0.5;N;1.0;3158667.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;11.0;29.0;20.6;7.6;11.6;18.2;13.4;9.5;14.2;13.0;0.0;0.0;0.0;32.0;0.0;31.0;0.0;30.5;0.0;6.0;5.0;6.0;S;1.5;NE;2.0;N;0.5;3159016.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;11.0;30.0;21.4;7.2;9.8;18.9;12.2;9.3;13.0;11.9;0.0;0.0;0.0;29.6;0.0;27.6;0.0;25.8;0.0;1.0;6.0;4.0;C;0.0;NE;2.0;C;0.0;3159665.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;12.0;1.0;17.8;7.0;11.2;16.1;11.2;9.8;12.9;11.0;0.0;0.0;1.2;24.5;0.0;24.0;0.0;24.8;0.0;4.0;8.0;5.0;C;0.0;N;1.0;C;0.0;3160209.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;12.0;2.0;20.4;6.5;11.0;18.0;13.2;9.6;11.0;10.6;0.0;0.0;0.0;23.5;0.0;22.8;45.0;44.5;0.0;2.0;6.0;0.0;C;0.0;N;2.0;C;0.0;3160448.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;12.0;3.0;21.4;7.0;10.2;18.6;11.4;8.8;12.0;11.2;0.0;0.0;0.0;44.2;0.0;43.0;0.0;41.0;0.0;0.0;6.0;4.0;S;1.5;W;3.0;S;1.5;3161105.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;12.0;4.0;20.3;4.8;7.0;18.0;10.1;6.8;12.4;10.0;0.0;0.0;3.6;39.5;0.0;38.8;0.0;41.6;0.0;5.0;7.0;7.0;S;1.0;E;1.0;W;1.0;3161834.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;12.0;5.0;15.6;5.8;9.4;13.4;10.8;9.2;12.0;10.7;2.4;0.1;0.7;43.7;0.0;43.4;0.0;43.6;0.0;7.0;8.0;7.0;S;1.0;NE;1.0;N;1.0;3162232.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;12.0;6.0;21.2;7.0;8.8;18.8;10.1;8.4;12.9;10.0;0.1;0.0;7.5;43.1;0.0;42.2;0.0;48.5;0.0;7.0;5.0;8.0;C;0.0;E;1.0;C;0.0;3162524.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;12.0;7.0;20.0;8.6;9.2;15.6;10.8;9.0;13.0;10.6;0.7;0.0;1.6;48.0;50.0;48.7;0.0;48.6;0.0;8.0;8.0;8.0;S;2.0;W;1.0;C;0.0;3162824.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;12.0;8.0;20.2;5.0;9.6;19.3;11.0;8.6;14.0;10.8;0.2;0.0;0.0;47.6;0.0;47.0;0.0;45.2;0.0;0.0;5.0;6.0;C;0.0;S;1.5;C;0.0;3163098.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;12.0;9.0;18.4;8.0;9.0;15.8;11.0;8.8;13.0;10.2;0.0;0.0;0.0;44.3;0.0;43.7;0.0;42.3;0.0;4.0;7.0;5.0;C;0.0;E;1.0;C;0.0;3163492.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;12.0;10.0;18.2;7.4;8.4;16.0;10.6;8.2;12.0;10.3;8.2;0.0;0.0;49.2;0.0;48.7;0.0;46.8;0.0;7.0;7.0;7.0;C;0.0;W;2.0;C;0.0;3164004.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;12.0;11.0;19.7;6.6;8.4;18.1;11.2;8.2;14.6;11.0;0.1;0.0;7.3;46.4;0.0;46.0;0.0;52.0;0.0;8.0;7.0;8.0;C;0.0;E;2.0;E;2.0;3164453.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;12.0;12.0;17.4;7.6;10.8;12.4;9.8;10.2;10.0;9.6;0.0;1.0;0.3;51.2;0.0;52.0;0.0;51.9;0.0;3.0;8.0;4.0;C;0.0;E;2.0;S;1.0;3164727.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;12.0;13.0;19.0;5.0;6.6;15.4;10.8;6.4;11.8;10.6;0.0;0.0;0.0;51.6;0.0;50.2;0.0;49.8;0.0;1.0;6.0;7.0;C;0.0;N;1.0;N;2.0;3164942.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;12.0;14.0;19.8;3.2;6.0;16.1;11.2;5.4;11.6;10.0;0.0;0.0;0.0;47.3;0.0;46.0;0.0;44.8;0.0;0.0;3.0;2.0;C;0.0;NE;1.0;E;1.0;3165509.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;12.0;15.0;20.6;2.0;6.0;19.4;11.6;5.3;12.8;9.8;0.0;0.0;0.0;42.5;0.0;40.9;0.0;39.0;0.0;2.0;3.0;3.0;C;0.0;NE;2.0;C;0.0;3165972.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;12.0;16.0;21.0;3.0;7.6;18.8;11.6;7.0;11.0;11.4;0.0;0.0;0.0;37.1;0.0;36.2;60.0;59.1;0.0;8.0;7.0;4.0;S;1.0;NE;2.0;C;0.0;3166495.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;12.0;17.0;17.4;6.1;9.8;15.0;11.2;9.0;12.4;9.8;0.0;0.0;0.0;58.4;0.0;57.6;0.0;57.0;0.0;6.0;8.0;3.0;C;0.0;NE;2.0;C;0.0;3167061.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;12.0;18.0;19.8;8.0;8.6;14.2;10.2;8.6;13.4;10.0;0.0;0.0;0.1;55.7;0.0;55.1;0.0;54.1;0.0;8.0;6.0;5.0;C;0.0;S;2.0;C;0.0;3167491.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;12.0;19.0;20.8;5.2;9.6;15.6;9.8;8.8;12.8;9.7;0.0;0.0;1.1;53.5;0.0;52.7;0.0;52.8;0.0;2.0;6.0;7.0;S;0.5;N;1.0;C;0.0;3168033.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;12.0;20.0;18.4;8.2;9.2;12.8;10.2;9.0;12.4;10.0;0.4;2.6;15.3;52.6;0.0;54.8;0.0;69.0;0.0;8.0;7.0;7.0;C;0.0;C;0.0;C;0.0;3168406.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;12.0;21.0;18.0;5.4;9.0;16.5;9.5;8.3;12.5;9.4;4.6;0.0;17.5;70.3;0.0;69.9;0.0;87.0;60.0;2.0;7.0;7.0;C;0.0;C;0.0;C;0.0;3168669.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;12.0;22.0;18.2;5.2;8.6;16.8;13.0;7.6;13.0;10.4;0.3;0.0;0.0;58.2;0.0;57.6;60.0;58.6;0.0;1.0;6.0;6.0;S;1.0;N;1.0;S;1.0;3168953.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;12.0;23.0;19.8;5.4;8.8;16.4;11.5;7.0;10.4;8.2;0.0;0.0;0.0;56.2;0.0;54.4;0.0;52.1;0.0;5.0;4.0;3.0;S;2.0;N;3.0;N;1.0;3169586.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;12.0;24.0;20.6;7.8;10.4;19.5;14.3;8.4;12.8;11.4;0.0;0.0;0.0;50.7;0.0;49.2;0.0;47.3;0.0;2.0;3.0;5.0;C;0.0;E;4.0;N;1.0;3170923.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;12.0;25.0;19.3;7.4;9.6;16.4;12.5;9.0;13.8;11.7;0.0;0.0;0.0;46.0;0.0;45.6;0.0;44.3;0.0;3.0;6.0;6.0;C;0.0;E;1.0;SE;1.0;3171982.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;12.0;26.0;21.0;7.4;11.0;17.8;12.6;10.4;12.0;11.0;0.0;0.0;0.0;43.4;0.0;41.8;0.0;40.4;0.0;2.0;4.0;2.0;C;0.0;NE;2.0;N;1.0;3172311.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;12.0;27.0;16.2;6.2;7.6;14.0;12.6;7.6;10.8;11.6;0.0;0.0;0.0;38.0;0.0;37.9;0.0;37.7;0.0;7.0;8.0;4.0;C;0.0;N;10.0;C;0.0;3173328.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;12.0;28.0;19.4;7.6;9.4;16.9;13.2;9.2;11.7;11.2;0.2;0.0;0.0;37.4;0.0;36.8;0.0;35.4;0.0;2.0;8.0;4.0;C;0.0;NE;2.0;C;0.0;3173534.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;12.0;29.0;17.6;8.8;10.0;15.4;11.4;8.0;11.2;10.4;0.0;0.0;0.0;33.9;0.0;33.3;0.0;32.1;0.0;7.0;8.0;4.0;S;0.5;NE;1.0;C;0.0;3174098.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;12.0;30.0;20.2;8.2;9.9;17.8;11.6;8.8;12.8;11.0;0.1;0.0;1.5;31.8;0.0;30.7;0.0;30.9;0.0;6.0;6.0;8.0;C;0.0;SE;0.5;C;0.0;3174490.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
M0003;2014.0;12.0;31.0;19.4;6.2;9.2;17.6;11.6;9.0;12.9;11.0;0.2;0.0;0.9;30.4;0.0;30.0;0.0;30.0;0.0;5.0;6.0;6.0;C;0.0;E;2.0;C;0.0;3174855.0;9999999999.0;9999999999.0;2.0;1.0;1;1.0
